,bus1,bus2,bus3
149,3500.0,3500.0,3500.0
150,3500.0,3500.0,3500.0
151,3500.0,3500.0,3500.0
152,3500.0,3500.0,3500.0
153,3500.0,3500.0,3500.0
154,3500.0,3500.0,3500.0
155,3500.0,3500.0,3500.0
156,3500.0,3500.0,3500.0
157,3500.0,3500.0,3500.0
158,3500.0,3500.0,3500.0
159,3500.0,3500.0,3500.0
160,3500.0,3500.0,3500.0
161,3500.0,3500.0,3500.0
162,3500.0,3500.0,3500.0
163,3500.0,3500.0,3500.0
164,3500.0,3500.0,3500.0
165,3500.0,3500.0,3500.0
166,3500.0,3500.0,3500.0
167,3500.0,3500.0,3500.0
168,3500.0,3500.0,3500.0
169,3500.0,3500.0,3500.0
170,3500.0,3500.0,3500.0
171,3500.0,3500.0,3500.0
172,3500.0,3500.0,3500.0
173,3500.0,3500.0,3500.0
174,3500.0,3500.0,3500.0
175,3500.0,3500.0,3500.0
176,3500.0,3500.0,3500.0
177,3500.0,3500.0,3500.0
178,3500.0,3500.0,3500.0
179,3500.0,3500.0,3500.0
180,3500.0,3500.0,3500.0
181,3500.0,3500.0,3500.0
182,3500.0,3500.0,3500.0
183,3500.0,3500.0,3500.0
184,3500.0,3500.0,3500.0
185,3500.0,3500.0,3500.0
186,3500.0,3500.0,3500.0
187,3500.0,3500.0,3500.0
188,3500.0,3500.0,3500.0
189,3500.0,3500.0,3500.0
190,3500.0,3500.0,3500.0
191,3500.0,3500.0,3500.0
192,3500.0,3500.0,3500.0
193,3500.0,3500.0,3500.0
194,3500.0,3500.0,3500.0
195,3500.0,3500.0,3500.0
196,3500.0,3500.0,3500.0
197,3500.0,3500.0,3500.0
198,3500.0,3500.0,3500.0
199,3500.0,3500.0,3500.0
200,3500.0,3500.0,3500.0
201,3500.0,3500.0,3500.0
202,3500.0,3500.0,3500.0
203,3500.0,3500.0,3500.0
204,3500.0,3500.0,3500.0
205,3500.0,3500.0,3500.0
206,3500.0,3500.0,3500.0
207,3500.0,3500.0,3500.0
208,3500.0,3500.0,3500.0
209,3500.0,3500.0,3500.0
210,3500.0,3500.0,3500.0
211,3500.0,3500.0,3500.0
212,3500.0,3500.0,3500.0
213,3500.0,3500.0,3500.0
214,3500.0,3500.0,3500.0
215,3500.0,3500.0,3500.0
216,3500.0,3500.0,3500.0
217,3500.0,3500.0,3500.0
218,3500.0,3500.0,3500.0
219,3500.0,3500.0,3500.0
220,3500.0,3500.0,3500.0
221,3500.0,3500.0,3500.0
222,3500.0,3500.0,3500.0
223,3500.0,3500.0,3500.0
224,3500.0,3500.0,3500.0
225,3500.0,3500.0,3500.0
226,3500.0,3500.0,3500.0
227,3500.0,3500.0,3500.0
228,3500.0,3500.0,3500.0
229,3500.0,3500.0,3500.0
230,3500.0,3500.0,3500.0
231,3500.0,3500.0,3500.0
232,3500.0,3500.0,3500.0
233,3500.0,3500.0,3500.0
234,3500.0,3500.0,3500.0
235,3500.0,3500.0,3500.0
236,3500.0,3500.0,3500.0
237,3500.0,3500.0,3500.0
238,3500.0,3500.0,3500.0
239,3500.0,3500.0,3500.0
240,3500.0,3500.0,3500.0
241,3500.0,3500.0,3500.0
242,3500.0,3500.0,3500.0
243,3500.0,3500.0,3500.0
244,3500.0,3500.0,3500.0
245,3500.0,3500.0,3500.0
246,3500.0,3500.0,3500.0
247,3500.0,3500.0,3500.0
248,3500.0,3500.0,3500.0
249,3500.0,3500.0,3500.0
250,3500.0,3500.0,3500.0
251,3500.0,3500.0,3500.0
252,3500.0,3500.0,3500.0
253,3500.0,3500.0,3500.0
254,3500.0,3500.0,3500.0
255,3500.0,3500.0,3500.0
256,3500.0,3500.0,3500.0
257,3500.0,3500.0,3500.0
258,3500.0,3500.0,3500.0
259,3500.0,3500.0,3500.0
260,3500.0,3500.0,3500.0
261,3500.0,3500.0,3500.0
262,3500.0,3500.0,3500.0
263,3500.0,3500.0,3500.0
264,3500.0,3500.0,3500.0
265,3500.0,3500.0,3500.0
266,3500.0,3500.0,3500.0
267,3500.0,3500.0,3500.0
268,3500.0,3500.0,3500.0
269,3500.0,3500.0,3500.0
270,3500.0,3500.0,3500.0
271,3500.0,3500.0,3500.0
272,3500.0,3500.0,3500.0
273,3500.0,3500.0,3500.0
274,3500.0,3500.0,3500.0
275,3500.0,3500.0,3500.0
276,3500.0,3500.0,3500.0
277,3500.0,3500.0,3500.0
278,3500.0,3500.0,3500.0
279,3500.0,3500.0,3500.0
280,3500.0,3500.0,3500.0
281,3500.0,3500.0,3500.0
282,3500.0,3500.0,3500.0
283,3500.0,3500.0,3500.0
284,3500.0,3500.0,3500.0
285,3500.0,3500.0,3500.0
286,3500.0,3500.0,3500.0
287,3500.0,3500.0,3500.0
288,3500.0,3500.0,3500.0
289,3500.0,3500.0,3500.0
290,3500.0,3500.0,3500.0
291,3500.0,3500.0,3500.0
292,3500.0,3500.0,3500.0
293,3500.0,3500.0,3500.0
294,3500.0,3500.0,3500.0
295,3500.0,3500.0,3500.0
296,3500.0,3500.0,3500.0
297,3500.0,3500.0,3500.0
298,3500.0,3500.0,3500.0
299,3500.0,3500.0,3500.0
300,3500.0,3500.0,3500.0
301,3500.0,3500.0,3500.0
302,3500.0,3500.0,3500.0
303,3500.0,3500.0,3500.0
304,3500.0,3500.0,3500.0
305,3500.0,3500.0,3500.0
306,3500.0,3500.0,3500.0
307,3500.0,3500.0,3500.0
308,3500.0,3500.0,3500.0
309,3500.0,3500.0,3500.0
310,3500.0,3500.0,3500.0
311,3500.0,3500.0,3500.0
312,3500.0,3500.0,3500.0
313,3500.0,3500.0,3500.0
314,3500.0,3500.0,3500.0
315,3500.0,3500.0,3500.0
316,3500.0,3500.0,3500.0
317,3500.0,3500.0,3500.0
318,3500.0,3500.0,3500.0
319,3500.0,3500.0,3500.0
320,3500.0,3500.0,3500.0
321,3500.0,3500.0,3500.0
322,3500.0,3500.0,3500.0
323,3500.0,3500.0,3500.0
324,3500.0,3500.0,3500.0
325,3500.0,3500.0,3500.0
326,3500.0,3500.0,3500.0
327,3500.0,3500.0,3500.0
328,3500.0,3500.0,3500.0
329,3500.0,3500.0,3500.0
330,3500.0,3500.0,3500.0
331,3500.0,3500.0,3500.0
332,3500.0,3500.0,3500.0
333,3500.0,3500.0,3500.0
334,3500.0,3500.0,3500.0
335,3500.0,3500.0,3500.0
336,3500.0,3500.0,3500.0
337,3500.0,3500.0,3500.0
338,3500.0,3500.0,3500.0
339,3500.0,3500.0,3500.0
340,3500.0,3500.0,3500.0
341,3500.0,3500.0,3500.0
342,3500.0,3500.0,3500.0
343,3500.0,3500.0,3500.0
344,3500.0,3500.0,3500.0
345,3500.0,3500.0,3500.0
346,3500.0,3500.0,3500.0
347,3500.0,3500.0,3500.0
348,3500.0,3500.0,3500.0
349,3500.0,3500.0,3500.0
350,3500.0,3500.0,3500.0
351,3500.0,3500.0,3500.0
352,3500.0,3500.0,3500.0
353,3500.0,3500.0,3500.0
354,3500.0,3500.0,3500.0
355,3500.0,3500.0,3500.0
356,3500.0,3500.0,3500.0
357,3500.0,3500.0,3500.0
358,3500.0,3500.0,3500.0
359,3500.0,3500.0,3500.0
360,3500.0,3500.0,3500.0
361,3500.0,3500.0,3500.0
362,3500.0,3500.0,3500.0
363,3500.0,3500.0,3500.0
364,3500.0,3500.0,3500.0
365,3500.0,3500.0,3500.0
366,3500.0,3500.0,3500.0
367,3500.0,3500.0,3500.0
368,3500.0,3500.0,3500.0
369,3500.0,3500.0,3500.0
370,3500.0,3500.0,3500.0
371,3500.0,3500.0,3500.0
372,3500.0,3500.0,3500.0
373,3500.0,3500.0,3500.0
374,3500.0,3500.0,3500.0
375,3500.0,3500.0,3500.0
376,3500.0,3500.0,3500.0
377,3500.0,3500.0,3500.0
378,3500.0,3500.0,3500.0
379,3500.0,3500.0,3500.0
380,3500.0,3500.0,3500.0
381,3500.0,3500.0,3500.0
382,3500.0,3500.0,3500.0
383,3500.0,3500.0,3500.0
384,3500.0,3500.0,3500.0
385,3500.0,3500.0,3500.0
386,3500.0,3500.0,3500.0
387,3500.0,3500.0,3500.0
388,3500.0,3500.0,3500.0
389,3500.0,3500.0,3500.0
390,3500.0,3500.0,3500.0
391,3500.0,3500.0,3500.0
392,3500.0,3500.0,3500.0
393,3500.0,3500.0,3500.0
394,3500.0,3500.0,3500.0
395,3500.0,3500.0,3500.0
396,3500.0,3500.0,3500.0
397,3500.0,3500.0,3500.0
398,3500.0,3500.0,3500.0
399,3500.0,3500.0,3500.0
400,3500.0,3500.0,3500.0
401,3500.0,3500.0,3500.0
402,3500.0,3500.0,3500.0
403,3500.0,3500.0,3500.0
404,3500.0,3500.0,3500.0
405,3500.0,3500.0,3500.0
406,3500.0,3500.0,3500.0
407,3500.0,3500.0,3500.0
408,3500.0,3500.0,3500.0
409,3500.0,3500.0,3500.0
410,3500.0,3500.0,3500.0
411,3500.0,3500.0,3500.0
412,3500.0,3500.0,3500.0
413,3500.0,3500.0,3500.0
414,3500.0,3500.0,3500.0
415,3500.0,3500.0,3500.0
416,3500.0,3500.0,3500.0
417,3500.0,3500.0,3500.0
418,3500.0,3500.0,3500.0
419,3500.0,3500.0,3500.0
420,3500.0,3500.0,3500.0
421,3500.0,3500.0,3500.0
422,3500.0,3500.0,3500.0
423,3500.0,3500.0,3500.0
424,3500.0,3500.0,3500.0
425,3500.0,3500.0,3500.0
426,3500.0,3500.0,3500.0
427,3500.0,3500.0,3500.0
428,3500.0,3500.0,3500.0
429,3500.0,3500.0,3500.0
430,3500.0,3500.0,3500.0
431,3500.0,3500.0,3500.0
432,3500.0,3500.0,3500.0
433,3500.0,3500.0,3500.0
434,3500.0,3500.0,3500.0
435,3500.0,3500.0,3500.0
436,3500.0,3500.0,3500.0
437,3500.0,3500.0,3500.0
438,3500.0,3500.0,3500.0
439,3500.0,3500.0,3500.0
440,3500.0,3500.0,3500.0
441,3500.0,3500.0,3500.0
442,3500.0,3500.0,3500.0
443,3500.0,3500.0,3500.0
444,3500.0,3500.0,3500.0
445,3500.0,3500.0,3500.0
446,3500.0,3500.0,3500.0
447,3500.0,3500.0,3500.0
448,3500.0,3500.0,3500.0
449,3500.0,3500.0,3500.0
450,3500.0,3500.0,3500.0
451,3500.0,3500.0,3500.0
452,3500.0,3500.0,3500.0
453,3500.0,3500.0,3500.0
454,3500.0,3500.0,3500.0
455,3500.0,3500.0,3500.0
456,3500.0,3500.0,3500.0
457,3500.0,3500.0,3500.0
458,3500.0,3500.0,3500.0
459,3500.0,3500.0,3500.0
460,3500.0,3500.0,3500.0
461,3500.0,3500.0,3500.0
462,3500.0,3500.0,3500.0
463,3500.0,3500.0,3500.0
464,3500.0,3500.0,3500.0
465,3500.0,3500.0,3500.0
466,3500.0,3500.0,3500.0
467,3500.0,3500.0,3500.0
468,3500.0,3500.0,3500.0
469,3500.0,3500.0,3500.0
470,3500.0,3500.0,3500.0
471,3500.0,3500.0,3500.0
472,3500.0,3500.0,3500.0
473,3500.0,3500.0,3500.0
474,3500.0,3500.0,3500.0
475,3500.0,3500.0,3500.0
476,3500.0,3500.0,3500.0
477,3500.0,3500.0,3500.0
478,3500.0,3500.0,3500.0
479,3500.0,3500.0,3500.0
480,3500.0,3500.0,3500.0
481,3500.0,3500.0,3500.0
482,3500.0,3500.0,3500.0
483,3500.0,3500.0,3500.0
484,3500.0,3500.0,3500.0
485,3500.0,3500.0,3500.0
486,3500.0,3500.0,3500.0
487,3500.0,3500.0,3500.0
488,3500.0,3500.0,3500.0
489,3500.0,3500.0,3500.0
490,3500.0,3500.0,3500.0
491,3500.0,3500.0,3500.0
492,3500.0,3500.0,3500.0
493,3500.0,3500.0,3500.0
494,3500.0,3500.0,3500.0
495,3500.0,3500.0,3500.0
496,3500.0,3500.0,3500.0
497,3500.0,3500.0,3500.0
498,3500.0,3500.0,3500.0
499,3500.0,3500.0,3500.0
500,3500.0,3500.0,3500.0
501,3500.0,3500.0,3500.0
502,3500.0,3500.0,3500.0
503,3500.0,3500.0,3500.0
504,3500.0,3500.0,3500.0
505,3500.0,3500.0,3500.0
506,3500.0,3500.0,3500.0
507,3500.0,3500.0,3500.0
508,3500.0,3500.0,3500.0
509,3500.0,3500.0,3500.0
510,3500.0,3500.0,3500.0
511,3500.0,3500.0,3500.0
512,3500.0,3500.0,3500.0
513,3500.0,3500.0,3500.0
514,3500.0,3500.0,3500.0
515,3500.0,3500.0,3500.0
516,3500.0,3500.0,3500.0
517,3500.0,3500.0,3500.0
518,3500.0,3500.0,3500.0
519,3500.0,3500.0,3500.0
520,3500.0,3500.0,3500.0
521,3500.0,3500.0,3500.0
522,3500.0,3500.0,3500.0
523,3500.0,3500.0,3500.0
524,3500.0,3500.0,3500.0
525,3500.0,3500.0,3500.0
526,3500.0,3500.0,3500.0
527,3500.0,3500.0,3500.0
528,3500.0,3500.0,3500.0
529,3500.0,3500.0,3500.0
530,3500.0,3500.0,3500.0
531,3500.0,3500.0,3500.0
532,3500.0,3500.0,3500.0
533,3500.0,3500.0,3500.0
534,3500.0,3500.0,3500.0
535,3500.0,3500.0,3500.0
536,3500.0,3500.0,3500.0
537,3500.0,3500.0,3500.0
538,3500.0,3500.0,3500.0
539,3500.0,3500.0,3500.0
540,3500.0,3500.0,3500.0
541,3500.0,3500.0,3500.0
542,3500.0,3500.0,3500.0
543,3500.0,3500.0,3500.0
544,3500.0,3500.0,3500.0
545,3500.0,3500.0,3500.0
546,3500.0,3500.0,3500.0
547,3500.0,3500.0,3500.0
548,3500.0,3500.0,3500.0
549,3500.0,3500.0,3500.0
550,3500.0,3500.0,3500.0
551,3500.0,3500.0,3500.0
552,3500.0,3500.0,3500.0
553,3500.0,3500.0,3500.0
554,3500.0,3500.0,3500.0
555,3500.0,3500.0,3500.0
556,3500.0,3500.0,3500.0
557,3500.0,3500.0,3500.0
558,3500.0,3500.0,3500.0
559,3500.0,3500.0,3500.0
560,3500.0,3500.0,3500.0
561,3500.0,3500.0,3500.0
562,3500.0,3500.0,3500.0
563,3500.0,3500.0,3500.0
564,3500.0,3500.0,3500.0
565,3500.0,3500.0,3500.0
566,3500.0,3500.0,3500.0
567,3500.0,3500.0,3500.0
568,3500.0,3500.0,3500.0
569,3500.0,3500.0,3500.0
570,3500.0,3500.0,3500.0
571,3500.0,3500.0,3500.0
572,3500.0,3500.0,3500.0
573,3500.0,3500.0,3500.0
574,3500.0,3500.0,3500.0
575,3500.0,3500.0,3500.0
576,3500.0,3500.0,3500.0
577,3500.0,3500.0,3500.0
578,3500.0,3500.0,3500.0
579,3500.0,3500.0,3500.0
580,3500.0,3500.0,3500.0
581,3500.0,3500.0,3500.0
582,3500.0,3500.0,3500.0
583,3500.0,3500.0,3500.0
584,3500.0,3500.0,3500.0
585,3500.0,3500.0,3500.0
586,3500.0,3500.0,3500.0
587,3500.0,3500.0,3500.0
588,3500.0,3500.0,3500.0
589,3500.0,3500.0,3500.0
590,3500.0,3500.0,3500.0
591,3500.0,3500.0,3500.0
592,3500.0,3500.0,3500.0
593,3500.0,3500.0,3500.0
594,3500.0,3500.0,3500.0
595,3500.0,3500.0,3500.0
596,3500.0,3500.0,3500.0
597,3500.0,3500.0,3500.0
598,3500.0,3500.0,3500.0
599,3500.0,3500.0,3500.0
600,3500.0,3500.0,3500.0
601,3500.0,3500.0,3500.0
602,3500.0,3500.0,3500.0
603,3500.0,3500.0,3500.0
604,3500.0,3500.0,3500.0
605,3500.0,3500.0,3500.0
606,3500.0,3500.0,3500.0
607,3500.0,3500.0,3500.0
608,3500.0,3500.0,3500.0
609,3500.0,3500.0,3500.0
610,3500.0,3500.0,3500.0
611,3500.0,3500.0,3500.0
612,3500.0,3500.0,3500.0
613,3500.0,3500.0,3500.0
614,3500.0,3500.0,3500.0
615,3500.0,3500.0,3500.0
616,3500.0,3500.0,3500.0
617,3500.0,3500.0,3500.0
618,3500.0,3500.0,3500.0
619,3500.0,3500.0,3500.0
620,3500.0,3500.0,3500.0
621,3500.0,3500.0,3500.0
622,3500.0,3500.0,3500.0
623,3500.0,3500.0,3500.0
624,3500.0,3500.0,3500.0
625,3500.0,3500.0,3500.0
626,3500.0,3500.0,3500.0
627,3500.0,3500.0,3500.0
628,3500.0,3500.0,3500.0
629,3500.0,3500.0,3500.0
630,3500.0,3500.0,3500.0
631,3500.0,3500.0,3500.0
632,3500.0,3500.0,3500.0
633,3500.0,3500.0,3500.0
634,3500.0,3500.0,3500.0
635,3500.0,3500.0,3500.0
636,3500.0,3500.0,3500.0
637,3500.0,3500.0,3500.0
638,3500.0,3500.0,3500.0
639,3500.0,3500.0,3500.0
640,3500.0,3500.0,3500.0
641,3500.0,3500.0,3500.0
642,3500.0,3500.0,3500.0
643,3500.0,3500.0,3500.0
644,3500.0,3500.0,3500.0
645,3500.0,3500.0,3500.0
646,3500.0,3500.0,3500.0
647,3500.0,3500.0,3500.0
648,3500.0,3500.0,3500.0
649,3500.0,3500.0,3500.0
650,3500.0,3500.0,3500.0
651,3500.0,3500.0,3500.0
652,3500.0,3500.0,3500.0
653,3500.0,3500.0,3500.0
654,3500.0,3500.0,3500.0
655,3500.0,3500.0,3500.0
656,3500.0,3500.0,3500.0
657,3500.0,3500.0,3500.0
658,3500.0,3500.0,3500.0
659,3500.0,3500.0,3500.0
660,3500.0,3500.0,3500.0
661,3500.0,3500.0,3500.0
662,3500.0,3500.0,3500.0
663,3500.0,3500.0,3500.0
664,3500.0,3500.0,3500.0
665,3500.0,3500.0,3500.0
666,3500.0,3500.0,3500.0
667,3500.0,3500.0,3500.0
668,3500.0,3500.0,3500.0
669,3500.0,3500.0,3500.0
670,3500.0,3500.0,3500.0
671,3500.0,3500.0,3500.0
672,3500.0,3500.0,3500.0
673,3500.0,3500.0,3500.0
674,3500.0,3500.0,3500.0
675,3500.0,3500.0,3500.0
676,3500.0,3500.0,3500.0
677,3500.0,3500.0,3500.0
678,3500.0,3500.0,3500.0
679,3500.0,3500.0,3500.0
680,3500.0,3500.0,3500.0
681,3500.0,3500.0,3500.0
682,3500.0,3500.0,3500.0
683,3500.0,3500.0,3500.0
684,3500.0,3500.0,3500.0
685,3500.0,3500.0,3500.0
686,3500.0,3500.0,3500.0
687,3500.0,3500.0,3500.0
688,3500.0,3500.0,3500.0
689,3500.0,3500.0,3500.0
690,3500.0,3500.0,3500.0
691,3500.0,3500.0,3500.0
692,3500.0,3500.0,3500.0
693,3500.0,3500.0,3500.0
694,3500.0,3500.0,3500.0
695,3500.0,3500.0,3500.0
696,3500.0,3500.0,3500.0
697,3500.0,3500.0,3500.0
698,3500.0,3500.0,3500.0
699,3500.0,3500.0,3500.0
700,3500.0,3500.0,3500.0
701,3500.0,3500.0,3500.0
702,3500.0,3500.0,3500.0
703,3500.0,3500.0,3500.0
704,3500.0,3500.0,3500.0
705,3500.0,3500.0,3500.0
706,3500.0,3500.0,3500.0
707,3500.0,3500.0,3500.0
708,3500.0,3500.0,3500.0
709,3500.0,3500.0,3500.0
710,3500.0,3500.0,3500.0
711,3500.0,3500.0,3500.0
712,3500.0,3500.0,3500.0
713,3500.0,3500.0,3500.0
714,3500.0,3500.0,3500.0
715,3500.0,3500.0,3500.0
716,3500.0,3500.0,3500.0
717,3500.0,3500.0,3500.0
718,3500.0,3500.0,3500.0
719,3500.0,3500.0,3500.0
720,3500.0,3500.0,3500.0
721,3500.0,3500.0,3500.0
722,3500.0,3500.0,3500.0
723,3500.0,3500.0,3500.0
724,3500.0,3500.0,3500.0
725,3500.0,3500.0,3500.0
726,3500.0,3500.0,3500.0
727,3500.0,3500.0,3500.0
728,3500.0,3500.0,3500.0
729,3500.0,3500.0,3500.0
730,3500.0,3500.0,3500.0
731,3500.0,3500.0,3500.0
732,3500.0,3500.0,3500.0
733,3500.0,3500.0,3500.0
734,3500.0,3500.0,3500.0
735,3500.0,3500.0,3500.0
736,3500.0,3500.0,3500.0
737,3500.0,3500.0,3500.0
738,3500.0,3500.0,3500.0
739,3500.0,3500.0,3500.0
740,3500.0,3500.0,3500.0
741,3500.0,3500.0,3500.0
742,3500.0,3500.0,3500.0
743,3500.0,3500.0,3500.0
744,3500.0,3500.0,3500.0
745,3500.0,3500.0,3500.0
746,3500.0,3500.0,3500.0
747,3500.0,3500.0,3500.0
748,3500.0,3500.0,3500.0
749,3500.0,3500.0,3500.0
750,3500.0,3500.0,3500.0
751,3500.0,3500.0,3500.0
752,3500.0,3500.0,3500.0
753,3500.0,3500.0,3500.0
754,3500.0,3500.0,3500.0
755,3500.0,3500.0,3500.0
756,3500.0,3500.0,3500.0
757,3500.0,3500.0,3500.0
758,3500.0,3500.0,3500.0
759,3500.0,3500.0,3500.0
760,3500.0,3500.0,3500.0
761,3500.0,3500.0,3500.0
762,3500.0,3500.0,3500.0
763,3500.0,3500.0,3500.0
764,3500.0,3500.0,3500.0
765,3500.0,3500.0,3500.0
766,3500.0,3500.0,3500.0
767,3500.0,3500.0,3500.0
768,3500.0,3500.0,3500.0
769,3500.0,3500.0,3500.0
770,3500.0,3500.0,3500.0
771,3500.0,3500.0,3500.0
772,3500.0,3500.0,3500.0
773,3500.0,3500.0,3500.0
774,3500.0,3500.0,3500.0
775,3500.0,3500.0,3500.0
776,3500.0,3500.0,3500.0
777,3500.0,3500.0,3500.0
778,3500.0,3500.0,3500.0
779,3500.0,3500.0,3500.0
780,3500.0,3500.0,3500.0
781,3500.0,3500.0,3500.0
782,3500.0,3500.0,3500.0
783,3500.0,3500.0,3500.0
784,3500.0,3500.0,3500.0
785,3500.0,3500.0,3500.0
786,3500.0,3500.0,3500.0
787,3500.0,3500.0,3500.0
788,3500.0,3500.0,3500.0
789,3500.0,3500.0,3500.0
790,3500.0,3500.0,3500.0
791,3500.0,3500.0,3500.0
792,3500.0,3500.0,3500.0
793,3500.0,3500.0,3500.0
794,3500.0,3500.0,3500.0
795,3500.0,3500.0,3500.0
796,3500.0,3500.0,3500.0
797,3500.0,3500.0,3500.0
798,3500.0,3500.0,3500.0
799,3500.0,3500.0,3500.0
800,3500.0,3500.0,3500.0
801,3500.0,3500.0,3500.0
802,3500.0,3500.0,3500.0
803,3500.0,3500.0,3500.0
804,3500.0,3500.0,3500.0
805,3500.0,3500.0,3500.0
806,3500.0,3500.0,3500.0
807,3500.0,3500.0,3500.0
808,3500.0,3500.0,3500.0
809,3500.0,3500.0,3500.0
810,3500.0,3500.0,3500.0
811,3500.0,3500.0,3500.0
812,3500.0,3500.0,3500.0
813,3500.0,3500.0,3500.0
814,3500.0,3500.0,3500.0
815,3500.0,3500.0,3500.0
816,3500.0,3500.0,3500.0
817,3500.0,3500.0,3500.0
818,3500.0,3500.0,3500.0
819,3500.0,3500.0,3500.0
820,3500.0,3500.0,3500.0
