,CST,PV
665,0.0,
666,0.0,
667,0.0,
668,0.0,
669,0.0,
670,0.0,
671,0.0,
672,0.0,
673,0.0,
674,0.0,
675,0.0,
676,0.0,
677,0.0,
678,0.064549514,
679,0.636009336,
680,0.837341308,
681,0.875209461,
682,0.628091557,
683,0.599723686,
684,0.481087344,
685,0.0,
686,0.23373246,
687,0.564359626,
688,0.438742895,
689,0.0,
690,0.0,
691,0.0,
692,0.0,
693,0.0,
694,0.0,
695,0.0,
696,0.0,
697,0.0,
698,0.0,
699,0.0,
700,0.0,
701,0.0,
702,0.0,
703,0.605704808,
704,0.842745778,
705,0.935131273,
706,0.956185666,
707,0.956068493,
708,0.9561804,
709,0.878725987,
710,0.956724138,
711,0.0,
712,0.0,
713,0.0,
714,0.0,
715,0.0,
716,0.0,
717,0.0,
718,0.0,
719,0.0,
720,0.0,
721,0.0,
722,0.0,
723,0.0,
724,0.0,
725,0.0,
726,0.0,
727,0.542561378,
728,0.759397135,
729,0.86114994,
730,0.923633774,
731,0.951484238,
732,0.95259673,
733,0.838444583,
734,0.435197404,
735,0.0,
736,0.023345203,
737,0.0,
738,0.0,
739,0.0,
740,0.0,
741,0.0,
742,0.0,
743,0.0,
744,0.0,
745,0.0,
746,0.0,
747,0.0,
748,0.0,
749,0.0,
750,0.024913224,
751,0.638772791,
752,0.836630367,
753,0.923972129,
754,0.952958783,
755,0.709012467,
756,0.439538096,
757,0.536818553,
758,0.434069114,
759,0.682357438,
760,0.692147362,
761,0.318950615,
762,0.0,
763,0.0,
764,0.0,
765,0.0,
766,0.0,
767,0.0,
768,0.0,
769,0.0,
770,0.0,
771,0.0,
772,0.0,
773,0.0,
774,0.027206536,
775,0.627822979,
776,0.826541584,
777,0.908207666,
778,0.817246686,
779,0.503090975,
780,0.0,
781,0.164984444,
782,0.260305863,
783,0.0,
784,0.0,
785,0.0,
786,0.0,
787,0.0,
788,0.0,
789,0.0,
790,0.0,
791,0.0,
792,0.0,
793,0.0,
794,0.0,
795,0.0,
796,0.0,
797,0.0,
798,0.02953816,
799,0.614624487,
800,0.822373362,
801,0.924908202,
802,0.955678791,
803,0.955659043,
804,0.955830196,
805,0.956036895,
806,0.841451602,
807,0.0,
808,0.0,
809,0.0,
810,0.0,
811,0.0,
812,0.0,
813,0.0,
814,0.0,
815,0.0,
816,0.0,
817,0.0,
818,0.0,
819,0.0,
820,0.0,
821,0.0,
822,0.0,
823,0.0,
824,0.0,
825,0.0,
826,0.539086982,
827,0.955549769,
828,0.955776217,
829,0.955795965,
830,0.852326369,
831,0.806828764,
832,0.706068644,
833,0.456642815,
834,0.0,
835,0.0,
836,0.0,
837,0.0,
838,0.0,
839,0.0,
840,0.0,
841,0.0,
842,0.0,
843,0.0,
844,0.0,
845,0.0,
846,0.046075048,
847,0.634842866,
848,0.862556023,
849,0.955241694,
850,0.955431279,
851,0.95561033,
852,0.955865743,
853,0.9559737,
854,0.911036949,
855,0.0,
856,0.0,
857,0.0,
858,0.0,
859,0.0,
860,0.0,
861,0.0,
862,0.0,
863,0.0,
864,0.0,
865,0.0,
866,0.0,
867,0.0,
868,0.0,
869,0.0,
870,0.050368211,
871,0.656280377,
872,0.881846229,
873,0.953964633,
874,0.953962,
875,0.954142368,
876,0.954388565,
877,0.954529436,
878,0.636978323,
879,0.0,
880,0.0,
881,0.0,
882,0.0,
883,0.0,
884,0.0,
885,0.0,
886,0.0,
887,0.0,
888,0.0,
889,0.0,
890,0.0,
891,0.0,
892,0.0,
893,0.0,
894,0.045005081,
895,0.666857602,
896,0.879610713,
897,0.952719169,
898,0.952632277,
899,0.952684939,
900,0.95279158,
901,0.952694155,
902,0.631407966,
903,0.0,
904,0.0,
905,0.0,
906,0.0,
907,0.0,
908,0.0,
909,0.0,
910,0.0,
911,0.0,
912,0.0,
913,0.0,
914,0.0,
915,0.0,
916,0.0,
917,0.0,
918,0.052451005,
919,0.66342007,
920,0.868477901,
921,0.952628327,
922,0.952655975,
923,0.952687572,
924,0.952591463,
925,0.0,
926,0.0,
927,0.0,
928,0.0,
929,0.0,
930,0.0,
931,0.0,
932,0.0,
933,0.0,
934,0.0,
935,0.0,
936,0.0,
937,0.0,
938,0.0,
939,0.0,
940,0.0,
941,0.0,
942,0.0,
943,0.0,
944,0.0,
945,0.293164513,
946,0.820685535,
947,0.952594096,
948,0.816173691,
949,0.369710502,
950,0.499416462,
951,0.46734643,
952,0.331082695,
953,0.0,
954,0.0,
955,0.0,
956,0.0,
957,0.0,
958,0.0,
959,0.0,
960,0.0,
961,0.0,
962,0.0,
963,0.0,
964,0.0,
965,0.0,
966,0.0,
967,0.0,
968,0.459856532,
969,0.672908502,
970,0.836855498,
971,0.901282572,
972,0.604550187,
973,0.660615802,
974,0.573571581,
975,0.320737184,
976,0.0,
977,0.0,
978,0.0,
979,0.0,
980,0.0,
981,0.0,
982,0.0,
983,0.0,
984,0.0,
985,0.0,
986,0.0,
987,0.0,
988,0.0,
989,0.0,
990,0.0,
991,0.525709438,
992,0.828097756,
993,0.926464373,
994,0.951396029,
995,0.951584297,
996,0.952716536,
997,0.814747859,
998,0.311421221,
999,0.586874082,
1000,0.270656641,
1001,0.0,
1002,0.0,
1003,0.0,
1004,0.0,
1005,0.0,
1006,0.0,
1007,0.0,
1008,0.0,
1009,0.0,
1010,0.0,
1011,0.0,
1012,0.0,
1013,0.0,
1014,0.015776971,
1015,0.617175976,
1016,0.837495345,
1017,0.938237033,
1018,0.950411244,
1019,0.950612677,
1020,0.950816743,
1021,0.694975328,
1022,0.0,
1023,0.050367684,
1024,0.339290117,
1025,0.0,
1026,0.0,
1027,0.0,
1028,0.0,
1029,0.0,
1030,0.0,
1031,0.0,
1032,0.0,
1033,0.0,
1034,0.0,
1035,0.0,
1036,0.0,
1037,0.0,
1038,0.0,
1039,0.005714546,
1040,0.44387352,
1041,0.783095176,
1042,0.949847757,
1043,0.949963614,
1044,0.950179529,
1045,0.802717154,
1046,0.715343794,
1047,0.621757598,
1048,0.431616367,
1049,0.0,
1050,0.0,
1051,0.0,
1052,0.0,
1053,0.0,
1054,0.0,
1055,0.0,
1056,0.0,
1057,0.0,
1058,0.0,
1059,0.0,
1060,0.0,
1061,0.0,
1062,0.0,
1063,0.522287704,
1064,0.807529173,
1065,0.911451664,
1066,0.948668121,
1067,0.948748431,
1068,0.948984095,
1069,0.949140765,
1070,0.92202889,
1071,0.0,
1072,0.0,
1073,0.0,
1074,0.0,
1075,0.0,
1076,0.0,
1077,0.0,
1078,0.0,
1079,0.0,
1080,0.0,
1081,0.0,
1082,0.0,
1083,0.0,
1084,0.0,
1085,0.0,
1086,0.0,
1087,0.0,
1088,0.656055245,
1089,0.918977109,
1090,0.951273589,
1091,0.95110507,
1092,0.774728451,
1093,0.807950471,
1094,0.495544465,
1095,0.726372599,
1096,0.375149202,
1097,0.0,
1098,0.0,
1099,0.0,
1100,0.0,
1101,0.0,
1102,0.0,
1103,0.0,
1104,0.0,
1105,0.0,
1106,0.0,
1107,0.0,
1108,0.0,
1109,0.0,
1110,0.001920384,
1111,0.599865874,
1112,0.828099072,
1113,0.938755757,
1114,0.950212443,
1115,0.950404661,
1116,0.950511302,
1117,0.496293587,
1118,0.551107155,
1119,0.303103208,
1120,0.0,
1121,0.0,
1122,0.0,
1123,0.0,
1124,0.0,
1125,0.0,
1126,0.0,
1127,0.0,
1128,0.0,
1129,0.0,
1130,0.0,
1131,0.0,
1132,0.0,
1133,0.0,
1134,0.012222607,
1135,0.624040509,
1136,0.834888561,
1137,0.93065366,
1138,0.951003695,
1139,0.951423677,
1140,0.691029604,
1141,0.783293976,
1142,0.792529629,
1143,0.43351221,
1144,0.0,
1145,0.0,
1146,0.0,
1147,0.0,
1148,0.0,
1149,0.0,
1150,0.0,
1151,0.0,
1152,0.0,
1153,0.0,
1154,0.0,
1155,0.0,
1156,0.0,
1157,0.0,
1158,0.003303323,
1159,0.602759668,
1160,0.784066796,
1161,0.88913206,
1162,0.944373509,
1163,0.949045973,
1164,0.949290853,
1165,0.94944884,
1166,0.840404938,
1167,0.0,
1168,0.211223271,
1169,0.0,
1170,0.0,
1171,0.0,
1172,0.0,
1173,0.0,
1174,0.0,
1175,0.0,
1176,0.0,
1177,0.0,
1178,0.0,
1179,0.0,
1180,0.0,
1181,0.0,
1182,0.0,
1183,0.140333215,
1184,0.778092256,
1185,0.885527324,
1186,0.930816913,
1187,0.949481754,
1188,0.949714784,
1189,0.907899591,
1190,0.885969688,
1191,0.357064964,
1192,0.0,
1193,0.0,
1194,0.0,
1195,0.0,
1196,0.0,
1197,0.0,
1198,0.0,
1199,0.0,
1200,0.0,
1201,0.0,
1202,0.0,
1203,0.0,
1204,0.0,
1205,0.0,
1206,0.0,
1207,0.144788447,
1208,0.761321943,
1209,0.869906366,
1210,0.905731221,
1211,0.774608644,
1212,0.669781677,
1213,0.521576763,
1214,0.353844663,
1215,0.241078853,
1216,0.264395092,
1217,0.0,
1218,0.0,
1219,0.0,
1220,0.0,
1221,0.0,
1222,0.0,
1223,0.0,
1224,0.0,
1225,0.0,
1226,0.0,
1227,0.0,
1228,0.0,
1229,0.0,
1230,0.0,
1231,0.079619756,
1232,0.733021216,
1233,0.81715716,
1234,0.347655525,
1235,0.0,
1236,0.0,
1237,0.224500757,
1238,0.792366376,
1239,0.552245978,
1240,0.542689084,
1241,0.279148439,
1242,0.0,
1243,0.0,
1244,0.0,
1245,0.0,
1246,0.0,
1247,0.0,
1248,0.0,
1249,0.0,
1250,0.0,
1251,0.0,
1252,0.0,
1253,0.0,
1254,0.0,
1255,0.309859783,
1256,0.681974319,
1257,0.488439003,
1258,0.693454704,
1259,0.791759443,
1260,0.767383375,
1261,0.654360836,
1262,0.509062881,
1263,0.0,
1264,0.0,
1265,0.271526885,
1266,0.0,
1267,0.0,
1268,0.0,
1269,0.0,
1270,0.0,
1271,0.0,
1272,0.0,
1273,0.0,
1274,0.0,
1275,0.0,
1276,0.0,
1277,0.0,
1278,0.0,
1279,0.0,
1280,0.272128552,
1281,0.763749675,
1282,0.863363073,
1283,0.929106705,
1284,0.915164358,
1285,0.896639072,
1286,0.383479063,
1287,0.397325302,
1288,0.573550516,
1289,0.312583741,
1290,0.0,
1291,0.0,
1292,0.0,
1293,0.0,
1294,0.0,
1295,0.0,
1296,0.0,
1297,0.0,
1298,0.0,
1299,0.0,
1300,0.0,
1301,0.0,
1302,0.0,
1303,0.205242149,
1304,0.245282622,
1305,0.0,
1306,0.161623271,
1307,0.259317128,
1308,0.33912423,
1309,0.0,
1310,0.0,
1311,0.0,
1312,0.0,
1313,0.0,
1314,0.0,
1315,0.0,
1316,0.0,
1317,0.0,
1318,0.0,
1319,0.0,
1320,0.0,
1321,0.0,
1322,0.0,
1323,0.0,
1324,0.0,
1325,0.0,
1326,0.0,
1327,0.271533468,
1328,0.751621545,
1329,0.649176231,
1330,0.0,
1331,0.026385794,
1332,0.0,
1333,0.0,
1334,0.0,
1335,0.0,
1336,0.0,
1337,0.0,
1338,0.0,
1339,0.0,
1340,0.0,
1341,0.0,
1342,0.0,
1343,0.0,
1344,0.0,
1345,0.0,
1346,0.0,
1347,0.0,
1348,0.0,
1349,0.0,
1350,0.0,
1351,0.114937473,
1352,0.657225665,
1353,0.680293075,
1354,0.538381307,
1355,0.38613851,
1356,0.0,
1357,0.0,
1358,0.10815404,
1359,0.556349688,
1360,0.322439493,
1361,0.0,
1362,0.0,
1363,0.0,
1364,0.0,
1365,0.0,
1366,0.0,
1367,0.0,
1368,0.0,
1369,0.0,
1370,0.0,
1371,0.0,
1372,0.0,
1373,0.0,
1374,0.0,
1375,0.0,
1376,0.0,
1377,0.0,
1378,0.049865681,
1379,0.0,
1380,0.080557408,
1381,0.47520233,
1382,0.737679197,
1383,0.812181888,
1384,0.661019985,
1385,0.354732023,
1386,0.0,
1387,0.0,
1388,0.0,
1389,0.0,
1390,0.0,
1391,0.0,
1392,0.0,
1393,0.0,
1394,0.0,
1395,0.0,
1396,0.0,
1397,0.0,
1398,0.0,
1399,0.241390877,
1400,0.767250403,
1401,0.884742656,
1402,0.939019069,
1403,0.876291671,
1404,0.851907704,
1405,0.616380775,
1406,0.0,
1407,0.197209829,
1408,0.646316667,
1409,0.364498249,
1410,0.0,
1411,0.0,
1412,0.0,
1413,0.0,
1414,0.0,
1415,0.0,
1416,0.0,
1417,0.0,
1418,0.0,
1419,0.0,
1420,0.0,
1421,0.0,
1422,0.0,
1423,0.145222911,
1424,0.780810948,
1425,0.345075072,
1426,0.408822801,
1427,0.783103075,
1428,0.423651192,
1429,0.0,
1430,0.326839429,
1431,0.846108267,
1432,0.557476662,
1433,0.263386608,
1434,0.0,
1435,0.0,
1436,0.0,
1437,0.0,
1438,0.0,
1439,0.0,
1440,0.0,
1441,0.0,
1442,0.0,
1443,0.0,
1444,0.0,
1445,0.0,
1446,0.0,
1447,0.343923084,
1448,0.81216214,
1449,0.908989701,
1450,0.955709072,
1451,0.95586311,
1452,0.956067176,
1453,0.956484525,
1454,0.936849381,
1455,0.0,
1456,0.0,
1457,0.142118467,
1458,0.0,
1459,0.0,
1460,0.0,
1461,0.0,
1462,0.0,
1463,0.0,
1464,0.0,
1465,0.0,
1466,0.0,
1467,0.0,
1468,0.0,
1469,0.0,
1470,0.0,
1471,0.365388242,
1472,0.835096577,
1473,0.928830228,
1474,0.952746817,
1475,0.952591463,
1476,0.953663141,
1477,0.953806646,
1478,0.954050209,
1479,0.0,
1480,0.0,
1481,0.064972787,
1482,0.0,
1483,0.0,
1484,0.0,
1485,0.0,
1486,0.0,
1487,0.0,
1488,0.0,
1489,0.0,
1490,0.0,
1491,0.0,
1492,0.0,
1493,0.0,
1494,0.0,
1495,0.362955243,
1496,0.831466827,
1497,0.926409078,
1498,0.952744184,
1499,0.952604629,
1500,0.952679673,
1501,0.95368289,
1502,0.954154217,
1503,0.0,
1504,0.0,
1505,0.0,
1506,0.0,
1507,0.0,
1508,0.0,
1509,0.0,
1510,0.0,
1511,0.0,
1512,0.0,
1513,0.0,
1514,0.0,
1515,0.0,
1516,0.0,
1517,0.0,
1518,0.0,
1519,0.341357112,
1520,0.807943888,
1521,0.905190115,
1522,0.953718437,
1523,0.953886956,
1524,0.744853121,
1525,0.629047378,
1526,0.486766974,
1527,0.667600141,
1528,0.467877003,
1529,0.0,
1530,0.0,
1531,0.0,
1532,0.0,
1533,0.0,
1534,0.0,
1535,0.0,
1536,0.0,
1537,0.0,
1538,0.0,
1539,0.0,
1540,0.0,
1541,0.0,
1542,0.0,
1543,0.005586418,
1544,0.67143659,
1545,0.89783319,
1546,0.953597313,
1547,0.953742135,
1548,0.953925136,
1549,0.650344018,
1550,0.713416353,
1551,0.328386385,
1552,0.0,
1553,0.0,
1554,0.0,
1555,0.0,
1556,0.0,
1557,0.0,
1558,0.0,
1559,0.0,
1560,0.0,
1561,0.0,
1562,0.0,
1563,0.0,
1564,0.0,
1565,0.0,
1566,0.0,
1567,0.335801238,
1568,0.807551554,
1569,0.906842396,
1570,0.954176599,
1571,0.954335902,
1572,0.954530753,
1573,0.913286946,
1574,0.868851803,
1575,0.263813173,
1576,0.0,
1577,0.0,
1578,0.0,
1579,0.0,
1580,0.0,
1581,0.0,
1582,0.0,
1583,0.0,
1584,0.0,
1585,0.0,
1586,0.0,
1587,0.0,
1588,0.0,
1589,0.0,
1590,0.0,
1591,0.348197947,
1592,0.819686268,
1593,0.917457801,
1594,0.954094972,
1595,0.954146318,
1596,0.954358284,
1597,0.954480724,
1598,0.944140479,
1599,0.0,
1600,0.0,
1601,0.116215061,
1602,0.0,
1603,0.0,
1604,0.0,
1605,0.0,
1606,0.0,
1607,0.0,
1608,0.0,
1609,0.0,
1610,0.0,
1611,0.0,
1612,0.0,
1613,0.0,
1614,0.0,
1615,0.308857883,
1616,0.77421236,
1617,0.874624909,
1618,0.933904242,
1619,0.954609746,
1620,0.806465394,
1621,0.65623693,
1622,0.595429074,
1623,0.455767315,
1624,0.590857985,
1625,0.0,
1626,0.0,
1627,0.0,
1628,0.0,
1629,0.0,
1630,0.0,
1631,0.0,
1632,0.0,
1633,0.0,
1634,0.0,
1635,0.0,
1636,0.0,
1637,0.0,
1638,0.0,
1639,0.251232147,
1640,0.713613837,
1641,0.774717919,
1642,0.423164066,
1643,0.533546907,
1644,0.447159649,
1645,0.677927221,
1646,0.318305501,
1647,0.0,
1648,0.0,
1649,0.0,
1650,0.0,
1651,0.0,
1652,0.0,
1653,0.0,
1654,0.0,
1655,0.0,
1656,0.0,
1657,0.0,
1658,0.0,
1659,0.0,
1660,0.0,
1661,0.0,
1662,0.0,
1663,0.148349736,
1664,0.392102517,
1665,0.605262445,
1666,0.402332171,
1667,0.0,
1668,0.0,
1669,0.0,
1670,0.0,
1671,0.0,
1672,0.0,
1673,0.0,
1674,0.0,
1675,0.0,
1676,0.0,
1677,0.0,
1678,0.0,
1679,0.0,
1680,0.0,
1681,0.0,
1682,0.0,
1683,0.0,
1684,0.0,
1685,0.0,
1686,0.0,
1687,0.27348724,
1688,0.731661212,
1689,0.830833563,
1690,0.701056508,
1691,0.517729781,
1692,0.600774299,
1693,0.558822184,
1694,0.693269069,
1695,0.0,
1696,0.0,
1697,0.0,
1698,0.0,
1699,0.0,
1700,0.0,
1701,0.0,
1702,0.0,
1703,0.0,
1704,0.0,
1705,0.0,
1706,0.0,
1707,0.0,
1708,0.0,
1709,0.0,
1710,0.0,
1711,0.0,
1712,0.0,
1713,0.0,
1714,0.680139038,
1715,0.888288146,
1716,0.936002835,
1717,0.787392421,
1718,0.726359433,
1719,0.595067021,
