,CST,PV
1720,0.534396087,
1721,0.309821603,
1722,0.0,
1723,0.0,
1724,0.0,
1725,0.0,
1726,0.0,
1727,0.0,
1728,0.0,
1729,0.0,
1730,0.0,
1731,0.0,
1732,0.0,
1733,0.0,
1734,0.0,
1735,0.298582149,
1736,0.76216454,
1737,0.865744727,
1738,0.924070871,
1739,0.939389021,
1740,0.724796679,
1741,0.882540055,
1742,0.747245307,
1743,0.556951355,
1744,0.256624767,
1745,0.0,
1746,0.0,
1747,0.0,
1748,0.0,
1749,0.0,
1750,0.0,
1751,0.0,
1752,0.0,
1753,0.0,
1754,0.0,
1755,0.0,
1756,0.0,
1757,0.0,
1758,0.0,
1759,0.295918752,
1760,0.75909696,
1761,0.860142773,
1762,0.921832723,
1763,0.955200881,
1764,0.95524696,
1765,0.946411541,
1766,0.881201115,
1767,0.3719526,
1768,0.0,
1769,0.0,
1770,0.0,
1771,0.0,
1772,0.0,
1773,0.0,
1774,0.0,
1775,0.0,
1776,0.0,
1777,0.0,
1778,0.0,
1779,0.0,
1780,0.0,
1781,0.0,
1782,0.0,
1783,0.295182796,
1784,0.761809069,
1785,0.862404619,
1786,0.923092669,
1787,0.954900706,
1788,0.954634761,
1789,0.949966247,
1790,0.892312863,
1791,0.347884606,
1792,0.0,
1793,0.0,
1794,0.0,
1795,0.0,
1796,0.0,
1797,0.0,
1798,0.0,
1799,0.0,
1800,0.0,
1801,0.0,
1802,0.0,
1803,0.0,
1804,0.0,
1805,0.0,
1806,0.0,
1807,0.300639929,
1808,0.773664672,
1809,0.872222191,
1810,0.931829346,
1811,0.952611212,
1812,0.953664458,
1813,0.953747401,
1814,0.897814759,
1815,0.300610964,
1816,0.0,
1817,0.0,
1818,0.0,
1819,0.0,
1820,0.0,
1821,0.0,
1822,0.0,
1823,0.0,
1824,0.0,
1825,0.0,
1826,0.0,
1827,0.0,
1828,0.0,
1829,0.0,
1830,0.0,
1831,0.305817951,
1832,0.777784182,
1833,0.878091406,
1834,0.938284429,
1835,0.952680989,
1836,0.95258883,
1837,0.952782364,
1838,0.902352933,
1839,0.275884692,
1840,0.0,
1841,0.0,
1842,0.0,
1843,0.0,
1844,0.0,
1845,0.0,
1846,0.0,
1847,0.0,
1848,0.0,
1849,0.0,
1850,0.0,
1851,0.0,
1852,0.0,
1853,0.0,
1854,0.0,
1855,0.284057883,
1856,0.751954634,
1857,0.855117472,
1858,0.917503881,
1859,0.94008943,
1860,0.952675723,
1861,0.701103904,
1862,0.0,
1863,0.0,
1864,0.0,
1865,0.0,
1866,0.0,
1867,0.0,
1868,0.0,
1869,0.0,
1870,0.0,
1871,0.0,
1872,0.0,
1873,0.0,
1874,0.0,
1875,0.0,
1876,0.0,
1877,0.0,
1878,0.0,
1879,0.176641247,
1880,0.343300352,
1881,0.697733516,
1882,0.888579105,
1883,0.928140351,
1884,0.947662271,
1885,0.912461464,
1886,0.8535613,
1887,0.7199083,
1888,0.38413076,
1889,0.0,
1890,0.0,
1891,0.0,
1892,0.0,
1893,0.0,
1894,0.0,
1895,0.0,
1896,0.0,
1897,0.0,
1898,0.0,
1899,0.0,
1900,0.0,
1901,0.0,
1902,0.0,
1903,0.227016699,
1904,0.736544325,
1905,0.837548008,
1906,0.89775683,
1907,0.937624834,
1908,0.953019345,
1909,0.862141308,
1910,0.494010675,
1911,0.0,
1912,0.0,
1913,0.0,
1914,0.0,
1915,0.0,
1916,0.0,
1917,0.0,
1918,0.0,
1919,0.0,
1920,0.0,
1921,0.0,
1922,0.0,
1923,0.0,
1924,0.0,
1925,0.0,
1926,0.0,
1927,0.241910917,
1928,0.587043917,
1929,0.373074307,
1930,0.496454207,
1931,0.312195357,
1932,0.0,
1933,0.0,
1934,0.0,
1935,0.0,
1936,0.0,
1937,0.0,
1938,0.0,
1939,0.0,
1940,0.0,
1941,0.0,
1942,0.0,
1943,0.0,
1944,0.0,
1945,0.0,
1946,0.0,
1947,0.0,
1948,0.0,
1949,0.0,
1950,0.0,
1951,0.0,
1952,0.406346356,
1953,0.0,
1954,0.0,
1955,0.0,
1956,0.0,
1957,0.0,
1958,0.0,
1959,0.0,
1960,0.0,
1961,0.0,
1962,0.0,
1963,0.0,
1964,0.0,
1965,0.0,
1966,0.0,
1967,0.0,
1968,0.0,
1969,0.0,
1970,0.0,
1971,0.0,
1972,0.0,
1973,0.0,
1974,0.0,
1975,0.0,
1976,0.0,
1977,0.0,
1978,0.0,
1979,0.016101634,
1980,0.380835415,
1981,0.236447202,
1982,0.0,
1983,0.0,
1984,0.0,
1985,0.0,
1986,0.0,
1987,0.0,
1988,0.0,
1989,0.0,
1990,0.0,
1991,0.0,
1992,0.0,
1993,0.0,
1994,0.0,
1995,0.0,
1996,0.0,
1997,0.0,
1998,0.0,
1999,0.220910503,
2000,0.688709829,
2001,0.485757174,
2002,0.564006789,
2003,0.392704184,
2004,0.529782868,
2005,0.810208368,
2006,0.787984872,
2007,0.618775594,
2008,0.517448038,
2009,0.0,
2010,0.0,
2011,0.0,
2012,0.0,
2013,0.0,
2014,0.0,
2015,0.0,
2016,0.0,
2017,0.0,
2018,0.0,
2019,0.0,
2020,0.0,
2021,0.0,
2022,0.0,
2023,0.260092581,
2024,0.733608401,
2025,0.837808686,
2026,0.865798705,
2027,0.774975964,
2028,0.815679982,
2029,0.543173578,
2030,0.701422511,
2031,0.455920025,
2032,0.485122594,
2033,0.0,
2034,0.0,
2035,0.0,
2036,0.0,
2037,0.0,
2038,0.0,
2039,0.0,
2040,0.0,
2041,0.0,
2042,0.0,
2043,0.0,
2044,0.0,
2045,0.0,
2046,0.0,
2047,0.238145562,
2048,0.708226482,
2049,0.810944324,
2050,0.872407826,
2051,0.913150024,
2052,0.92868409,
2053,0.89093706,
2054,0.828986432,
2055,0.523476556,
2056,0.0,
2057,0.0,
2058,0.0,
2059,0.0,
2060,0.0,
2061,0.0,
2062,0.0,
2063,0.0,
2064,0.0,
2065,0.0,
2066,0.0,
2067,0.0,
2068,0.0,
2069,0.0,
2070,0.0,
2071,0.197162433,
2072,0.717620122,
2073,0.831325955,
2074,0.894627372,
2075,0.929118554,
2076,0.934977236,
2077,0.529873711,
2078,0.0,
2079,0.196209246,
2080,0.553483542,
2081,0.0,
2082,0.0,
2083,0.0,
2084,0.0,
2085,0.0,
2086,0.0,
2087,0.0,
2088,0.0,
2089,0.0,
2090,0.0,
2091,0.0,
2092,0.0,
2093,0.0,
2094,0.0,
2095,0.0,
2096,0.0,
2097,0.005528239,
2098,0.39645769,
2099,0.0,
2100,0.0,
2101,0.0,
2102,0.0,
2103,0.0,
2104,0.0,
2105,0.0,
2106,0.0,
2107,0.0,
2108,0.0,
2109,0.0,
2110,0.0,
2111,0.0,
2112,0.0,
2113,0.0,
2114,0.0,
2115,0.0,
2116,0.0,
2117,0.0,
2118,0.0,
2119,0.185090915,
2120,0.65386186,
2121,0.761120509,
2122,0.637968374,
2123,0.772026874,
2124,0.868970293,
2125,0.745611458,
2126,0.716544495,
2127,0.0,
2128,0.0,
2129,0.0,
2130,0.0,
2131,0.0,
2132,0.0,
2133,0.0,
2134,0.0,
2135,0.0,
2136,0.0,
2137,0.0,
2138,0.0,
2139,0.0,
2140,0.0,
2141,0.0,
2142,0.0,
2143,0.0,
2144,0.485833535,
2145,0.798105252,
2146,0.864526911,
2147,0.903179732,
2148,0.918353061,
2149,0.881136604,
2150,0.813464215,
2151,0.720695601,
2152,0.315027272,
2153,0.0,
2154,0.0,
2155,0.0,
2156,0.0,
2157,0.0,
2158,0.0,
2159,0.0,
2160,0.0,
2161,0.0,
2162,0.0,
2163,0.0,
2164,0.0,
2165,0.0,
2166,0.0,
2167,0.249660177,
2168,0.506025582,
2169,0.578829913,
2170,0.473901571,
2171,0.265739297,
2172,0.0,
2173,0.077834899,
2174,0.425286357,
2175,0.0,
2176,0.0,
2177,0.0,
2178,0.0,
2179,0.0,
2180,0.0,
2181,0.0,
2182,0.0,
2183,0.0,
2184,0.0,
2185,0.0,
2186,0.0,
2187,0.0,
2188,0.0,
2189,0.0,
2190,0.0,
2191,0.0,
2192,0.0,
2193,0.276986651,
2194,0.60330604,
2195,0.585504861,
2196,0.563846169,
2197,0.71393771,
2198,0.669029923,
2199,0.648478455,
2200,0.463117646,
2201,0.0,
2202,0.0,
2203,0.0,
2204,0.0,
2205,0.0,
2206,0.0,
2207,0.0,
2208,0.0,
2209,0.0,
2210,0.0,
2211,0.0,
2212,0.0,
2213,0.0,
2214,0.0,
2215,0.0,
2216,0.0,
2217,0.0,
2218,0.0,
2219,0.0,
2220,0.0,
2221,0.077709036,
2222,0.271493972,
2223,0.0,
2224,0.0,
2225,0.0,
2226,0.0,
2227,0.0,
2228,0.0,
2229,0.0,
2230,0.0,
2231,0.0,
2232,0.0,
2233,0.0,
2234,0.0,
2235,0.0,
2236,0.0,
2237,0.0,
2238,0.0,
2239,0.0,
2240,0.089706959,
2241,0.499503355,
2242,0.630323123,
2243,0.592211407,
2244,0.636106761,
2245,0.738987856,
2246,0.780864927,
2247,0.757377536,
2248,0.547128517,
2249,0.0,
2250,0.0,
2251,0.0,
2252,0.0,
2253,0.0,
2254,0.0,
2255,0.0,
2256,0.0,
2257,0.0,
2258,0.0,
2259,0.0,
2260,0.0,
2261,0.0,
2262,0.0,
2263,0.264822973,
2264,0.712996371,
2265,0.831203515,
2266,0.899453873,
2267,0.928861825,
2268,0.952147783,
2269,0.911779487,
2270,0.85695802,
2271,0.754686491,
2272,0.338926747,
2273,0.0,
2274,0.0,
2275,0.0,
2276,0.0,
2277,0.0,
2278,0.0,
2279,0.0,
2280,0.0,
2281,0.0,
2282,0.0,
2283,0.0,
2284,0.0,
2285,0.0,
2286,0.0,
2287,0.23559144,
2288,0.733642631,
2289,0.850369964,
2290,0.913950491,
2291,0.944510431,
2292,0.93847533,
2293,0.752985499,
2294,0.665780658,
2295,0.518862021,
2296,0.380240331,
2297,0.0,
2298,0.0,
2299,0.0,
2300,0.0,
2301,0.0,
2302,0.0,
2303,0.0,
2304,0.0,
2305,0.0,
2306,0.0,
2307,0.0,
2308,0.0,
2309,0.0,
2310,0.0,
2311,0.246169982,
2312,0.739929195,
2313,0.855358402,
2314,0.919831555,
2315,0.849473388,
2316,0.0,
2317,0.0,
2318,0.429910108,
2319,0.387681516,
2320,0.374099905,
2321,0.0,
2322,0.0,
2323,0.0,
2324,0.0,
2325,0.0,
2326,0.0,
2327,0.0,
2328,0.0,
2329,0.0,
2330,0.0,
2331,0.0,
2332,0.0,
2333,0.0,
2334,0.0,
2335,0.083843142,
2336,0.466963312,
2337,0.30445268,
2338,0.424703122,
2339,0.663389789,
2340,0.6229425,
2341,0.494295052,
2342,0.585611503,
2343,0.254470879,
2344,0.275758302,
2345,0.0,
2346,0.0,
2347,0.0,
2348,0.0,
2349,0.0,
2350,0.0,
2351,0.0,
2352,0.0,
2353,0.0,
2354,0.0,
2355,0.0,
2356,0.0,
2357,0.0,
2358,0.0,
2359,0.2643003,
2360,0.766294582,
2361,0.876698488,
2362,0.935667112,
2363,0.955809131,
2364,0.956048744,
2365,0.942386824,
2366,0.880717939,
2367,0.77586464,
2368,0.0,
2369,0.0,
2370,0.0,
2371,0.0,
2372,0.0,
2373,0.0,
2374,0.0,
2375,0.0,
2376,0.0,
2377,0.0,
2378,0.0,
2379,0.0,
2380,0.0,
2381,0.0,
2382,0.0,
2383,0.277031414,
2384,0.779599715,
2385,0.888360557,
2386,0.942240686,
2387,0.955073175,
2388,0.955182449,
2389,0.887620651,
2390,0.701816162,
2391,0.464719897,
2392,0.412830404,
2393,0.0,
2394,0.0,
2395,0.0,
2396,0.0,
2397,0.0,
2398,0.0,
2399,0.0,
2400,0.0,
2401,0.0,
2402,0.0,
2403,0.0,
2404,0.0,
2405,0.0,
2406,0.0,
2407,0.275190866,
2408,0.769695251,
2409,0.874827659,
2410,0.937116643,
2411,0.953884323,
2412,0.954105505,
2413,0.946917099,
2414,0.89021822,
2415,0.784293244,
2416,0.0,
2417,0.0,
2418,0.0,
2419,0.0,
2420,0.0,
2421,0.0,
2422,0.0,
2423,0.0,
2424,0.0,
2425,0.0,
2426,0.0,
2427,0.0,
2428,0.0,
2429,0.0,
2430,0.0,
2431,0.270428876,
2432,0.739124778,
2433,0.86489028,
2434,0.923107151,
2435,0.95545761,
2436,0.955605064,
2437,0.939109911,
2438,0.883636747,
2439,0.777013995,
2440,0.0,
2441,0.0,
2442,0.0,
2443,0.0,
2444,0.0,
2445,0.0,
2446,0.0,
2447,0.0,
2448,0.0,
2449,0.0,
2450,0.0,
2451,0.0,
2452,0.0,
2453,0.0,
2454,0.0,
2455,0.273547802,
2456,0.777678857,
2457,0.88207136,
2458,0.935352455,
2459,0.955606381,
2460,0.95585126,
2461,0.949501502,
2462,0.894845921,
2463,0.787284463,
2464,0.0,
2465,0.0,
2466,0.0,
2467,0.0,
2468,0.0,
2469,0.0,
2470,0.0,
2471,0.0,
2472,0.0,
2473,0.0,
2474,0.0,
2475,0.0,
2476,0.0,
2477,0.0,
2478,0.0,
2479,0.275560819,
2480,0.779674759,
2481,0.888190721,
2482,0.940073632,
2483,0.955926304,
2484,0.956155385,
2485,0.948493019,
2486,0.87400876,
2487,0.589654652,
2488,0.238516831,
2489,0.0,
2490,0.0,
2491,0.0,
2492,0.0,
2493,0.0,
2494,0.0,
2495,0.0,
2496,0.0,
2497,0.0,
2498,0.0,
2499,0.0,
2500,0.0,
2501,0.0,
2502,0.0,
2503,0.287999657,
2504,0.789564741,
2505,0.896479769,
2506,0.951615894,
2507,0.956086924,
2508,0.956046111,
2509,0.95617645,
2510,0.906834496,
2511,0.743215323,
2512,0.0,
2513,0.0,
2514,0.0,
2515,0.0,
2516,0.0,
2517,0.0,
2518,0.0,
2519,0.0,
2520,0.0,
2521,0.0,
2522,0.0,
2523,0.0,
2524,0.0,
2525,0.0,
2526,0.0,
2527,0.294036075,
2528,0.809564571,
2529,0.919023188,
2530,0.95609614,
2531,0.955819663,
2532,0.956123788,
2533,0.956032945,
2534,0.920509582,
2535,0.685344707,
2536,0.0,
2537,0.0,
2538,0.0,
2539,0.0,
2540,0.0,
2541,0.0,
2542,0.0,
2543,0.0,
2544,0.0,
2545,0.0,
2546,0.0,
2547,0.0,
2548,0.0,
2549,0.0,
2550,0.0,
2551,0.307487346,
2552,0.802486756,
2553,0.889989139,
2554,0.940754292,
2555,0.956160652,
2556,0.956090874,
2557,0.950985263,
2558,0.918424155,
2559,0.737692363,
2560,0.0,
2561,0.0,
2562,0.0,
2563,0.0,
2564,0.0,
2565,0.0,
2566,0.0,
2567,0.0,
2568,0.0,
2569,0.0,
2570,0.0,
2571,0.0,
2572,0.0,
2573,0.0,
2574,0.0,
2575,0.26873315,
2576,0.795934248,
2577,0.905891841,
2578,0.949630525,
2579,0.956114572,
2580,0.95641738,
2581,0.953251059,
2582,0.642356461,
2583,0.34674315,
2584,0.367498685,
2585,0.0,
2586,0.0,
2587,0.0,
2588,0.0,
2589,0.0,
2590,0.0,
2591,0.0,
2592,0.0,
2593,0.0,
2594,0.0,
2595,0.0,
2596,0.0,
2597,0.0,
2598,0.0,
2599,0.289142429,
2600,0.78107426,
2601,0.889225535,
2602,0.945360928,
2603,0.955727504,
2604,0.955923671,
2605,0.950345416,
2606,0.882073993,
2607,0.659200502,
2608,0.0,
2609,0.0,
2610,0.0,
2611,0.0,
2612,0.0,
2613,0.0,
2614,0.0,
2615,0.0,
2616,0.0,
2617,0.0,
2618,0.0,
2619,0.0,
2620,0.0,
2621,0.0,
2622,0.0,
2623,0.283737959,
2624,0.778761068,
2625,0.886754356,
2626,0.942475033,
2627,0.955522121,
2628,0.955723554,
2629,0.944834305,
2630,0.886726709,
2631,0.77304984,
2632,0.0,
2633,0.0,
2634,0.0,
2635,0.0,
2636,0.0,
2637,0.0,
2638,0.0,
2639,0.0,
2640,0.0,
2641,0.0,
2642,0.0,
2643,0.0,
2644,0.0,
2645,0.0,
2646,0.0,
2647,0.262507148,
2648,0.6346309,
2649,0.738617903,
2650,0.665111847,
2651,0.701397497,
2652,0.629718823,
2653,0.581515691,
2654,0.0,
2655,0.0,
2656,0.0,
2657,0.0,
2658,0.0,
2659,0.0,
2660,0.0,
2661,0.0,
2662,0.0,
2663,0.0,
2664,0.0,
2665,0.0,
2666,0.0,
2667,0.0,
2668,0.0,
2669,0.0,
2670,0.0,
2671,0.0,
2672,0.0,
2673,0.0,
2674,0.0,
2675,0.0,
2676,0.0,
2677,0.0,
2678,0.030855771,
2679,0.234592172,
2680,0.0,
2681,0.0,
2682,0.0,
2683,0.0,
2684,0.0,
2685,0.0,
2686,0.0,
2687,0.0,
2688,0.0,
2689,0.0,
2690,0.0,
2691,0.0,
2692,0.0,
2693,0.0,
2694,0.0,
2695,0.0,
2696,0.320068372,
2697,0.589134611,
2698,0.60955179,
2699,0.419717317,
2700,0.350633579,
2701,0.311030203,
2702,0.500102388,
2703,0.544391394,
2704,0.353327256,
2705,0.0,
2706,0.0,
2707,0.0,
2708,0.0,
2709,0.0,
2710,0.0,
2711,0.0,
2712,0.0,
2713,0.0,
2714,0.0,
2715,0.0,
2716,0.0,
2717,0.0,
2718,0.0,
2719,0.0,
2720,0.238337779,
2721,0.626624912,
2722,0.790337561,
2723,0.785849415,
2724,0.589374225,
2725,0.721020791,
2726,0.714935661,
2727,0.580763937,
2728,0.409111128,
2729,0.0,
2730,0.0,
2731,0.0,
2732,0.0,
2733,0.0,
2734,0.0,
2735,0.0,
2736,0.0,
2737,0.0,
2738,0.0,
2739,0.0,
2740,0.0,
2741,0.0,
2742,0.0,
2743,0.0,
2744,0.0,
2745,0.380934157,
2746,0.0,
2747,0.0,
2748,0.0,
2749,0.0,
2750,0.302417282,
2751,0.396455057,
2752,0.0,
2753,0.0,
2754,0.0,
2755,0.0,
2756,0.0,
2757,0.0,
2758,0.0,
2759,0.0,
2760,0.0,
2761,0.0,
2762,0.0,
2763,0.0,
2764,0.0,
2765,0.0,
2766,0.0,
2767,0.0,
2768,0.167937483,
2769,0.269344033,
2770,0.414121947,
2771,0.0,
2772,0.0,
2773,0.340960828,
2774,0.485663699,
2775,0.285053201,
2776,0.0,
2777,0.0,
2778,0.0,
2779,0.0,
2780,0.0,
2781,0.0,
2782,0.0,
2783,0.0,
2784,0.0,
2785,0.0,
2786,0.0,
2787,0.0,
2788,0.0,
2789,0.0,
2790,0.0,
2791,0.179866813,
2792,0.714726328,
2793,0.837850816,
2794,0.897381611,
2795,0.925691554,
2796,0.915858183,
2797,0.853300622,
2798,0.628777484,
2799,0.657195385,
2800,0.442670187,
2801,0.0,
2802,0.0,
2803,0.0,
2804,0.0,
2805,0.0,
2806,0.0,
2807,0.0,
2808,0.0,
2809,0.0,
2810,0.0,
2811,0.0,
2812,0.0,
2813,0.0,
2814,0.0,
2815,0.230497677,
2816,0.73450366,
2817,0.835083411,
2818,0.903824845,
2819,0.928751234,
2820,0.862808803,
2821,0.614721913,
2822,0.36904959,
2823,0.317606409,
2824,0.250822697,
2825,0.0,
2826,0.0,
2827,0.0,
2828,0.0,
2829,0.0,
2830,0.0,
2831,0.0,
2832,0.0,
2833,0.0,
2834,0.0,
2835,0.0,
2836,0.0,
2837,0.0,
2838,0.0,
2839,0.167772913,
2840,0.388097548,
2841,0.367657988,
2842,0.525344752,
2843,0.690972992,
2844,0.673132317,
2845,0.677476958,
2846,0.644576178,
2847,0.471493587,
2848,0.313026105,
2849,0.0,
2850,0.0,
2851,0.0,
2852,0.0,
2853,0.0,
2854,0.0,
2855,0.0,
2856,0.0,
2857,0.0,
2858,0.0,
2859,0.0,
2860,0.0,
2861,0.0,
2862,0.0,
2863,0.185218621,
2864,0.573769065,
2865,0.474022695,
2866,0.250494874,
2867,0.450294373,
2868,0.462307963,
2869,0.0,
2870,0.0,
2871,0.107453632,
2872,0.38315519,
2873,0.0,
2874,0.0,
2875,0.0,
2876,0.0,
2877,0.0,
2878,0.0,
2879,0.0,
2880,0.0,
2881,0.0,
2882,0.0,
2883,0.0,
2884,0.0,
2885,0.0,
2886,0.0,
2887,0.040710601,
2888,0.445666672,
2889,0.433471397,
2890,0.756388801,
2891,0.498465907,
2892,0.451048761,
2893,0.368815242,
2894,0.329182902,
2895,0.279890977,
2896,0.0,
2897,0.0,
2898,0.0,
2899,0.0,
2900,0.0,
2901,0.0,
2902,0.0,
2903,0.0,
2904,0.0,
2905,0.0,
2906,0.0,
2907,0.0,
2908,0.0,
2909,0.0,
2910,0.0,
2911,0.101446441,
2912,0.298960001,
2913,0.668961462,
2914,0.843837204,
2915,0.847029857,
2916,0.744331764,
2917,0.269346666,
2918,0.0,
2919,0.0,
2920,0.0,
2921,0.0,
2922,0.0,
2923,0.0,
2924,0.0,
2925,0.0,
2926,0.0,
2927,0.0,
2928,0.0,
2929,0.0,
2930,0.0,
2931,0.0,
2932,0.0,
2933,0.0,
2934,0.0,
2935,0.213574643,
2936,0.726497672,
2937,0.839258216,
2938,0.896225673,
2939,0.924049806,
2940,0.924726517,
2941,0.895666136,
2942,0.828940353,
2943,0.694451338,
2944,0.327915057,
2945,0.0,
2946,0.0,
2947,0.0,
2948,0.0,
2949,0.0,
2950,0.0,
2951,0.0,
2952,0.0,
2953,0.0,
2954,0.0,
2955,0.0,
2956,0.0,
2957,0.0,
2958,0.0,
2959,0.232172339,
2960,0.746730532,
2961,0.859701726,
2962,0.915105112,
2963,0.939270531,
2964,0.939431151,
2965,0.911965122,
2966,0.857015948,
2967,0.731528239,
2968,0.28933728,
2969,0.0,
2970,0.0,
2971,0.0,
2972,0.0,
2973,0.0,
2974,0.0,
2975,0.0,
2976,0.0,
2977,0.0,
2978,0.0,
2979,0.0,
2980,0.0,
2981,0.0,
2982,0.0,
2983,0.215800942,
2984,0.73232344,
2985,0.846093784,
2986,0.901982981,
2987,0.928449743,
2988,0.9285577,
2989,0.89900361,
2990,0.842411372,
2991,0.716289082,
2992,0.396752599,
2993,0.0,
2994,0.0,
2995,0.0,
2996,0.0,
2997,0.0,
2998,0.0,
2999,0.0,
3000,0.0,
3001,0.0,
3002,0.0,
3003,0.0,
3004,0.0,
3005,0.0,
3006,0.0,
3007,0.195782681,
3008,0.709456147,
3009,0.824166514,
3010,0.882150354,
3011,0.912809036,
3012,0.912672114,
3013,0.880794299,
3014,0.821492585,
3015,0.694218307,
3016,0.397201546,
3017,0.0,
3018,0.0,
3019,0.0,
3020,0.0,
3021,0.0,
3022,0.0,
3023,0.0,
3024,0.0,
3025,0.0,
3026,0.0,
3027,0.0,
3028,0.0,
3029,0.0,
3030,0.0,
3031,0.186261335,
3032,0.700849809,
3033,0.817197973,
3034,0.877402846,
3035,0.903206063,
3036,0.901963232,
3037,0.861609418,
3038,0.811680279,
3039,0.676482957,
3040,0.291501701,
3041,0.0,
3042,0.0,
3043,0.0,
3044,0.0,
3045,0.0,
3046,0.0,
3047,0.0,
3048,0.0,
3049,0.0,
3050,0.0,
3051,0.0,
3052,0.0,
3053,0.0,
3054,0.0,
3055,0.192776979,
3056,0.706622915,
3057,0.819217573,
3058,0.873370229,
3059,0.900129267,
3060,0.899564464,
3061,0.868851803,
3062,0.811725042,
3063,0.685299944,
3064,0.406002735,
3065,0.0,
3066,0.0,
3067,0.0,
3068,0.0,
3069,0.0,
3070,0.0,
3071,0.0,
3072,0.0,
3073,0.0,
3074,0.0,
3075,0.0,
3076,0.0,
3077,0.0,
3078,0.0,
3079,0.201488642,
3080,0.718918248,
3081,0.83369181,
3082,0.889432235,
3083,0.915201221,
3084,0.912274513,
3085,0.88207531,
3086,0.823472688,
3087,0.694912133,
3088,0.41376121,
3089,0.0,
3090,0.0,
3091,0.0,
3092,0.0,
3093,0.0,
3094,0.0,
3095,0.0,
3096,0.0,
3097,0.0,
3098,0.0,
3099,0.0,
3100,0.0,
3101,0.0,
3102,0.0,
3103,0.147333353,
3104,0.605192667,
3105,0.835078145,
3106,0.891669067,
3107,0.917732962,
3108,0.913726676,
3109,0.882409715,
3110,0.822166663,
3111,0.68769608,
3112,0.374481707,
3113,0.0,
3114,0.0,
3115,0.0,
3116,0.0,
3117,0.0,
3118,0.0,
3119,0.0,
3120,0.0,
3121,0.0,
3122,0.0,
3123,0.0,
3124,0.0,
3125,0.0,
3126,0.0,
3127,0.172226828,
3128,0.709798452,
3129,0.827268324,
3130,0.885526008,
3131,0.912814302,
3132,0.911948007,
3133,0.882765186,
3134,0.823537199,
3135,0.691266584,
3136,0.404940272,
3137,0.0,
3138,0.0,
3139,0.0,
3140,0.0,
3141,0.0,
3142,0.0,
3143,0.0,
3144,0.0,
3145,0.0,
3146,0.0,
3147,0.0,
3148,0.0,
3149,0.0,
3150,0.0,
3151,0.208625702,
3152,0.73511191,
3153,0.856228647,
3154,0.91284195,
3155,0.937649849,
3156,0.934873228,
3157,0.906794999,
3158,0.846770495,
3159,0.710692395,
3160,0.347031477,
3161,0.0,
3162,0.0,
3163,0.0,
3164,0.0,
3165,0.0,
3166,0.0,
3167,0.0,
3168,0.0,
3169,0.0,
3170,0.0,
3171,0.0,
3172,0.0,
3173,0.0,
3174,0.0,
3175,0.218197078,
3176,0.745116433,
3177,0.865091714,
3178,0.920264703,
3179,0.945568944,
3180,0.943441386,
3181,0.9148497,
3182,0.856302374,
3183,0.718637822,
3184,0.282050132,
3185,0.0,
3186,0.0,
3187,0.0,
3188,0.0,
3189,0.0,
3190,0.0,
3191,0.0,
3192,0.0,
3193,0.0,
3194,0.0,
3195,0.0,
3196,0.0,
3197,0.0,
3198,0.0,
3199,0.145474373,
3200,0.678785616,
3201,0.80421408,
3202,0.887029517,
3203,0.91449423,
3204,0.837342625,
3205,0.821655838,
3206,0.811610502,
3207,0.674285622,
3208,0.379147588,
3209,0.0,
3210,0.0,
3211,0.0,
3212,0.0,
3213,0.0,
3214,0.0,
3215,0.0,
3216,0.0,
3217,0.0,
3218,0.0,
3219,0.0,
3220,0.0,
3221,0.0,
3222,0.0,
3223,0.105143336,
3224,0.637616853,
3225,0.766693499,
3226,0.830271393,
3227,0.858537889,
3228,0.853821979,
3229,0.821033106,
3230,0.753552935,
3231,0.608044331,
3232,0.317129815,
3233,0.0,
3234,0.0,
3235,0.0,
3236,0.0,
3237,0.0,
3238,0.0,
3239,0.0,
3240,0.0,
3241,0.0,
3242,0.0,
3243,0.0,
3244,0.0,
3245,0.0,
3246,0.0,
3247,0.078294772,
3248,0.608611768,
3249,0.740935045,
3250,0.806586517,
3251,0.837376855,
3252,0.834985986,
3253,0.801099104,
3254,0.732656529,
3255,0.584493745,
3256,0.294991896,
3257,0.0,
3258,0.0,
3259,0.0,
3260,0.0,
3261,0.0,
3262,0.0,
3263,0.0,
3264,0.0,
3265,0.0,
3266,0.0,
3267,0.0,
3268,0.0,
3269,0.0,
3270,0.0,
3271,0.092834837,
3272,0.625017395,
3273,0.764887181,
3274,0.830225313,
3275,0.861808219,
3276,0.858486543,
3277,0.782822649,
3278,0.692130246,
3279,0.608684178,
3280,0.282493812,
3281,0.0,
3282,0.0,
3283,0.0,
3284,0.0,
3285,0.0,
3286,0.0,
3287,0.0,
3288,0.0,
3289,0.0,
3290,0.0,
3291,0.0,
3292,0.0,
3293,0.0,
3294,0.0,
3295,0.149883525,
3296,0.687183939,
3297,0.816634487,
3298,0.877817562,
3299,0.907748187,
3300,0.905163784,
3301,0.874366864,
3302,0.809690961,
3303,0.664298214,
3304,0.363799157,
3305,0.0,
3306,0.0,
3307,0.0,
3308,0.0,
3309,0.0,
3310,0.0,
3311,0.0,
3312,0.0,
3313,0.0,
3314,0.0,
3315,0.0,
3316,0.0,
3317,0.0,
3318,0.0,
3319,0.190085935,
3320,0.726574032,
3321,0.852368499,
3322,0.909470245,
3323,0.936572904,
3324,0.934034581,
3325,0.906405298,
